entry_date,near_expiry,far_expiry,secondary_spot_open,primary_spot_open,spot_abs_diff,primary_reason,primary_strike,secondary_strike,secondary_status,comparison_status,strike_mode,secondary_missing_entry,secondary_missing_exit,secondary_max_abs_price_diff,secondary_pnl_inr
2023-08-18,2023-08-24,2023-09-14,19301.75,19301.75,0.0,VALID,19300.0,19300.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,7.0,1602.4999999999986
2023-08-25,2023-08-31,2023-09-21,19297.400390625,19297.4,0.0003906249985448085,MISSING_ENTRY_LEG+MISSING_EXIT_LEG,19300.0,19300.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_EXACT,SAME_AS_PRIMARY_STRIKE,,,5.5,5127.5
2023-09-01,2023-09-07,2023-09-28,19258.150390625,19258.15,0.0003906249985448085,VALID,19250.0,19250.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,1.1499999999999773,-1012.4999999999991
2023-09-08,2023-09-14,2023-10-05,19774.80078125,19774.8,0.0007812500007275958,MISSING_ENTRY_LEG,19800.0,19750.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_RESELECTED,SECONDARY_RESELECTED_STRIKE,,,212.7,12905.0
2023-09-15,2023-09-21,2023-10-12,20156.44921875,20156.45,0.0007812500007275958,MISSING_ENTRY_LEG+MISSING_EXIT_LEG,20150.0,20150.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_EXACT,SAME_AS_PRIMARY_STRIKE,,,0.6999999999999886,-1.8189894035458565e-12
2023-09-22,2023-09-28,2023-10-19,19744.849609375,19744.85,0.0003906249985448085,MISSING_ENTRY_LEG+MISSING_EXIT_LEG,19750.0,19750.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_EXACT,SAME_AS_PRIMARY_STRIKE,,,21.100000000000023,-522.5000000000009
2023-09-29,2023-10-05,2023-10-26,19581.19921875,19581.2,0.0007812500007275958,VALID,19600.0,19600.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,2.0500000000000114,-2575.000000000002
2023-10-06,2023-10-12,2023-11-02,19621.19921875,19621.2,0.0007812500007275958,MISSING_ENTRY_LEG,19600.0,19600.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_EXACT,SAME_AS_PRIMARY_STRIKE,,,3.25,-99.99999999999909
2023-10-13,2023-10-19,2023-11-09,19654.55078125,19654.55,0.0007812500007275958,MISSING_ENTRY_LEG,19700.0,19650.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_RESELECTED,SECONDARY_RESELECTED_STRIKE,,,58.4,247.49999999999926
2023-10-20,2023-10-26,2023-11-16,19542.150390625,19542.15,0.0003906249985448085,MISSING_ENTRY_LEG,19550.0,19550.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_EXACT,SAME_AS_PRIMARY_STRIKE,,,1.1000000000000014,1432.5
2023-10-27,2023-11-02,2023-11-23,18928.75,18928.75,0.0,MISSING_ENTRY_LEG,18950.0,18950.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_EXACT,SAME_AS_PRIMARY_STRIKE,,,5.25,-970.0000000000027
2023-11-03,2023-11-09,2023-11-30,19241.0,19241.0,0.0,VALID,19250.0,19250.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,7.600000000000023,1300.0000000000018
2023-11-10,2023-11-16,2023-12-07,19351.849609375,19351.85,0.0003906249985448085,VALID,19350.0,19350.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,18.44999999999999,850.0
2023-11-17,2023-11-23,2023-12-14,19674.75,19674.75,0.0,VALID,19650.0,19650.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,3.1500000000000057,4035.000000000001
2023-11-24,2023-11-30,2023-12-21,19809.599609375,19809.6,0.0003906249985448085,VALID,19800.0,19800.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,5.4500000000000455,2527.5000000000036
2023-12-01,2023-12-07,2023-12-28,20194.099609375,20194.1,0.0003906249985448085,VALID,20200.0,20200.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,10.550000000000068,3102.4999999999964
2023-12-08,2023-12-14,2024-01-04,20934.099609375,20934.1,0.0003906249985448085,MISSING_ENTRY_LEG,20950.0,20950.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_EXACT,SAME_AS_PRIMARY_STRIKE,,,8.449999999999989,5222.499999999999
2023-12-15,2023-12-21,2024-01-11,21287.44921875,21287.45,0.0007812500007275958,VALID,21300.0,21300.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,14.199999999999989,4127.500000000001
2023-12-22,2023-12-28,2024-01-18,21295.849609375,21295.85,0.0003906249985448085,VALID,21300.0,21300.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,51.25,2120.0
